iter	Accuracy	MultiClass
1721	0.8760717588	0.373513967
1722	0.8760717588	0.373423391
1723	0.8760717588	0.3733428198
1724	0.8760717588	0.3732257905
1725	0.875723266	0.3731403929
1726	0.875723266	0.3730840594
1727	0.8758975124	0.3730117396
1728	0.8758975124	0.3729671831
1729	0.8758975124	0.3728507135
1730	0.8760717588	0.3727872769
1731	0.8760717588	0.3727222022
1732	0.8762460052	0.3726525457
1733	0.8762492526	0.3725434381
1734	0.8762492526	0.3724978467
1735	0.8762492526	0.3724166191
1736	0.876423499	0.372331854
1737	0.8762460052	0.3722166197
1738	0.8764202516	0.3721486656
1739	0.8764202516	0.3720487399
1740	0.876594498	0.3719566203
1741	0.876594498	0.3718852084
1742	0.8765977454	0.3717701117
1743	0.8767752392	0.3716543365
1744	0.8767752392	0.3715636782
1745	0.8767752392	0.3715076843
1746	0.8769527329	0.3714219803
1747	0.8767752392	0.3713407055
1748	0.8767752392	0.3712785729
1749	0.8771269793	0.3711752654
1750	0.8769494855	0.3711050128
1751	0.8769494855	0.371029241
1752	0.8769494855	0.37097375
1753	0.8769494855	0.3708989474
1754	0.8767719918	0.3708096092
1755	0.8767719918	0.3707551553
1756	0.8767719918	0.3706815239
1757	0.8767719918	0.3706123354
1758	0.8769494855	0.3705143592
1759	0.8767719918	0.3704568205
1760	0.8771269793	0.3703472532
1761	0.8771269793	0.3702684814
1762	0.8771269793	0.3702002515
1763	0.8771269793	0.37009727
1764	0.8773044731	0.3700010102
1765	0.8773044731	0.3699251107
1766	0.8771302267	0.3698610272
1767	0.8771302267	0.3697832163
1768	0.8771302267	0.3696921982
1769	0.8771302267	0.3696450933
1770	0.8774787195	0.3695224927
1771	0.8774787195	0.3694271537
1772	0.8774787195	0.3692942496
1773	0.8774787195	0.3692443677
1774	0.8774787195	0.3691859823
1775	0.8773012257	0.3690962012
1776	0.8774787195	0.3689691683
1777	0.8774787195	0.3688839435
1778	0.8773012257	0.3688113615
1779	0.8773012257	0.3687482902
1780	0.8776529659	0.3686908977
1781	0.8776529659	0.3685719689
1782	0.8776529659	0.3684927926
1783	0.8776529659	0.3684388294
1784	0.8774787195	0.3683666506
1785	0.8774787195	0.3682776306
1786	0.8776562133	0.3681803005
1787	0.8776562133	0.3680949051
1788	0.8774787195	0.3679956685
1789	0.8774787195	0.3679146178
1790	0.8774787195	0.3678508016
1791	0.8776562133	0.3677867416
1792	0.8778304597	0.3676970409
1793	0.8781789524	0.3675742942
1794	0.878175705	0.3674968007
1795	0.878175705	0.3674417391
1796	0.8780014587	0.3673086542
1797	0.878175705	0.3672194834
1798	0.878175705	0.3671313046
1799	0.878175705	0.3670251447
1800	0.878175705	0.3669699779
1801	0.8781789524	0.3668782713
1802	0.8780047061	0.3667839135
1803	0.8778304597	0.3666972117
1804	0.8776529659	0.3665874997
1805	0.8776529659	0.3665003579
1806	0.8776529659	0.3664281805
1807	0.8774754721	0.3663312565
1808	0.8780014587	0.3662467791
1809	0.8780014587	0.3661491773
1810	0.878175705	0.3660645383
1811	0.878175705	0.3660132249
1812	0.878346704	0.3658986784
1813	0.8785241978	0.3657772282
1814	0.8783499514	0.3657261386
1815	0.8786984442	0.3656241371
1816	0.8783499514	0.3655477218
1817	0.8783499514	0.3654692493
1818	0.8785209504	0.3653740843
1819	0.8788694432	0.3652729077
1820	0.8788694432	0.3651645378
1821	0.8790436896	0.3651197966
1822	0.8790436896	0.36504248
1823	0.8790436896	0.3649764997
1824	0.8793954297	0.3648922043
1825	0.8793954297	0.3647477436
1826	0.8797439225	0.3646744761
1827	0.8799181689	0.3646107379
1828	0.8799181689	0.3644821527
1829	0.8799181689	0.3644238223
1830	0.8799181689	0.3643263378
1831	0.8799181689	0.3642446043
1832	0.8797439225	0.364171527
1833	0.8797439225	0.3640964614
1834	0.8799181689	0.3639885766
1835	0.8799181689	0.3638949783
1836	0.8797439225	0.3638007019
1837	0.8799181689	0.363724602
1838	0.8799181689	0.3636295685
1839	0.8797439225	0.363545213
1840	0.8797439225	0.3634733552
1841	0.8797439225	0.3634210564
1842	0.8797439225	0.3633599731
1843	0.8799181689	0.3632512148
1844	0.8800924153	0.3631493256
1845	0.8802666617	0.3630563605
1846	0.8802666617	0.3629798636
1847	0.8802666617	0.3629203854
1848	0.8802666617	0.362828842
1849	0.8802666617	0.362766415
1850	0.8802666617	0.3626833349
1851	0.8802666617	0.362612501
1852	0.8802666617	0.362565771
1853	0.8800924153	0.3624944158
1854	0.8800924153	0.3623625458
1855	0.8800924153	0.3622771932
1856	0.8800924153	0.362183417
1857	0.8799181689	0.3620835645
1858	0.8799181689	0.3620201111
1859	0.8799181689	0.3619318104
1860	0.8800924153	0.3618785598
1861	0.8802666617	0.3618093575
1862	0.8804409081	0.3617027699
1863	0.8806184018	0.3616194096
1864	0.8807926482	0.3615194305
1865	0.8804441555	0.3614429596
1866	0.8804441555	0.3613702601
1867	0.8804441555	0.3613065339
1868	0.8806216492	0.3612250611
1869	0.8809668946	0.3611465736
1870	0.881141141	0.3610529873
1871	0.8807926482	0.3609988738
1872	0.8807926482	0.3608940281
1873	0.8807926482	0.3608180275
1874	0.8807926482	0.3607672324
1875	0.8807926482	0.3606919747
1876	0.8807926482	0.3606273316
1877	0.8809668946	0.3605488083
1878	0.881141141	0.360499684
1879	0.881141141	0.360437152
1880	0.8813153874	0.3603480379
1881	0.8813153874	0.3602282832
1882	0.8813153874	0.3601287306
1883	0.8816638802	0.3600321553
1884	0.8818381265	0.359965905
1885	0.8818381265	0.3598678162
1886	0.8820123729	0.3598010232
1887	0.8823641131	0.3597222684
1888	0.8820156203	0.3596540214
1889	0.8820123729	0.3595288379
1890	0.8818381265	0.3594674071
1891	0.8823608657	0.3593167157
1892	0.8823608657	0.3592505607
1893	0.8825383595	0.359163932
1894	0.8825383595	0.3590962573
1895	0.8821898667	0.359010125
1896	0.8823641131	0.358941012
1897	0.8825383595	0.3588418129
1898	0.8825383595	0.3588023837
1899	0.8825383595	0.3587333398
1900	0.8825383595	0.3586274156
1901	0.8825383595	0.358536815
1902	0.8823641131	0.3584623682
1903	0.8827158533	0.3583947215
1904	0.8828900997	0.3583187143
1905	0.8828900997	0.3582390193
1906	0.8828900997	0.3581943084
1907	0.8828900997	0.3581414926
1908	0.8828900997	0.3580663929
1909	0.8828900997	0.3580065391
1910	0.8828900997	0.3579217774
1911	0.8834128388	0.3578580788
1912	0.8834128388	0.3578008102
1913	0.8834128388	0.3577059959
1914	0.8832385924	0.3576211139
1915	0.8832385924	0.3575635351
1916	0.883764579	0.3574632678
1917	0.883764579	0.3573793172
1918	0.883764579	0.3573102624
1919	0.8835903326	0.3572314865
1920	0.8835903326	0.3571556983
1921	0.8834160862	0.3570923252
1922	0.8834160862	0.3570393095
1923	0.8834160862	0.3569754505
1924	0.8835903326	0.3568945691
1925	0.883764579	0.3568031339
1926	0.8834095914	0.3567167873
1927	0.8834128388	0.3566241447
1928	0.8834128388	0.3565218924
1929	0.8834095914	0.3564372641
1930	0.8834095914	0.3563855188
1931	0.8834095914	0.3563357512
1932	0.8834095914	0.356231378
1933	0.8835870852	0.3561685078
1934	0.8837613316	0.356079276
1935	0.883935578	0.3559651712
1936	0.883935578	0.355877155
1937	0.8842873181	0.3558036896
1938	0.8844615645	0.3557469338
1939	0.8844615645	0.355636191
1940	0.8846358109	0.3555396392
1941	0.8846390583	0.355423194
1942	0.8842873181	0.3553459878
1943	0.8841098244	0.355272142
1944	0.8839323306	0.3551896449
1945	0.8839323306	0.3551320277
1946	0.8844550697	0.3550322636
1947	0.8848133047	0.3549455869
1948	0.8846358109	0.3548721022
1949	0.8848100573	0.3548030442
1950	0.8846325635	0.3546931505
1951	0.8846358109	0.3545962305
1952	0.8848133047	0.3545189605
1953	0.8849907985	0.3544204542
1954	0.8851650449	0.3543696712
1955	0.8853392913	0.3543173094
1956	0.8853360439	0.3542470814
1957	0.885687784	0.3541729842
1958	0.885687784	0.3541289103
1959	0.8858620304	0.354056332
1960	0.885687784	0.3539469164
1961	0.8855135376	0.3538849575
1962	0.8858620304	0.3538160197
1963	0.8855135376	0.3537477125
1964	0.8855135376	0.3536800972
1965	0.8853392913	0.3536058985
1966	0.8853392913	0.3535633642
1967	0.8853392913	0.3535180358
1968	0.8855135376	0.3534211741
1969	0.8860362768	0.353347187
1970	0.8860362768	0.3532595353
1971	0.8862105232	0.3531857472
1972	0.8862105232	0.3531267056
1973	0.8862105232	0.3530644422
1974	0.8856845366	0.3530180356
1975	0.8856845366	0.3529283771
1976	0.885687784	0.3528656224
1977	0.8862105232	0.3528040782
1978	0.8862105232	0.3527351182
1979	0.8862137706	0.3526601622
1980	0.8860362768	0.3525950328
1981	0.8862137706	0.3525256793
1982	0.8860395242	0.3524562039
1983	0.8860395242	0.3523924709
1984	0.8858652778	0.3523518977
1985	0.8860330294	0.3522818825
1986	0.8862105232	0.3522080404
1987	0.8862105232	0.3521183522
1988	0.8860330294	0.3520685041
1989	0.885858783	0.351995726
1990	0.8860362768	0.3519354195
1991	0.8862105232	0.3518560093
1992	0.886559016	0.3517804473
1993	0.886559016	0.3517205513
1994	0.886559016	0.3516317195
1995	0.8867332623	0.3515414478
1996	0.8867332623	0.3514514541
1997	0.8867332623	0.3513884564
1998	0.886559016	0.351314833
1999	0.886559016	0.3512325569
