iter	Passed	Remaining
1679	12300	2342
1680	12324	2338
1681	12332	2331
1682	12340	2324
1683	12347	2316
1684	12354	2309
1685	12361	2302
1686	12369	2294
1687	12376	2287
1688	12383	2280
1689	12390	2272
1690	12397	2265
1691	12404	2258
1692	12412	2250
1693	12418	2243
1694	12426	2235
1695	12432	2228
1696	12439	2221
1697	12446	2213
1698	12454	2206
1699	12461	2199
1700	12468	2191
1701	12476	2184
1702	12483	2177
1703	12490	2169
1704	12498	2162
1705	12504	2155
1706	12511	2147
1707	12518	2140
1708	12525	2132
1709	12532	2125
1710	12539	2117
1711	12546	2110
1712	12553	2103
1713	12560	2095
1714	12567	2088
1715	12574	2081
1716	12581	2073
1717	12588	2066
1718	12595	2058
1719	12602	2051
1720	12609	2044
1721	12616	2036
1722	12623	2029
1723	12630	2022
1724	12637	2014
1725	12645	2007
1726	12652	2000
1727	12659	1992
1728	12666	1985
1729	12674	1978
1730	12681	1970
1731	12688	1963
1732	12695	1955
1733	12703	1948
1734	12710	1941
1735	12717	1934
1736	12724	1926
1737	12731	1919
1738	12738	1911
1739	12744	1904
1740	12751	1896
1741	12758	1889
1742	12765	1882
1743	12772	1874
1744	12779	1867
1745	12786	1860
1746	12793	1852
1747	12801	1845
1748	12809	1838
1749	12816	1830
1750	12823	1823
1751	12829	1816
1752	12836	1808
1753	12843	1801
1754	12850	1793
1755	12856	1786
1756	12864	1779
1757	12871	1771
1758	12877	1764
1759	12884	1757
1760	12891	1749
1761	12898	1742
1762	12905	1734
1763	12912	1727
1764	12919	1720
1765	12926	1712
1766	12933	1705
1767	12940	1698
1768	12946	1690
1769	12954	1683
1770	12960	1675
1771	12968	1668
1772	12974	1661
1773	12981	1653
1774	12987	1646
1775	12994	1638
1776	13002	1631
1777	13008	1624
1778	13016	1616
1779	13022	1609
1780	13029	1602
1781	13036	1594
1782	13043	1587
1783	13050	1580
1784	13057	1572
1785	13064	1565
1786	13071	1557
1787	13077	1550
1788	13084	1543
1789	13091	1535
1790	13097	1528
1791	13104	1521
1792	13111	1513
1793	13117	1506
1794	13124	1498
1795	13131	1491
1796	13138	1484
1797	13144	1476
1798	13151	1469
1799	13158	1462
1800	13166	1454
1801	13173	1447
1802	13180	1440
1803	13187	1432
1804	13194	1425
1805	13201	1418
1806	13207	1410
1807	13214	1403
1808	13221	1395
1809	13228	1388
1810	13235	1381
1811	13242	1373
1812	13248	1366
1813	13256	1359
1814	13264	1351
1815	13272	1344
1816	13279	1337
1817	13285	1330
1818	13292	1322
1819	13299	1315
1820	13306	1307
1821	13329	1302
1822	13336	1294
1823	13342	1287
1824	13349	1280
1825	13356	1272
1826	13363	1265
1827	13369	1257
1828	13377	1250
1829	13384	1243
1830	13390	1235
1831	13398	1228
1832	13405	1221
1833	13412	1213
1834	13418	1206
1835	13425	1199
1836	13432	1191
1837	13439	1184
1838	13447	1177
1839	13454	1169
1840	13462	1162
1841	13470	1155
1842	13477	1148
1843	13484	1140
1844	13491	1133
1845	13498	1126
1846	13505	1118
1847	13513	1111
1848	13520	1104
1849	13527	1096
1850	13535	1089
1851	13542	1082
1852	13549	1074
1853	13557	1067
1854	13564	1060
1855	13571	1052
1856	13578	1045
1857	13585	1038
1858	13592	1030
1859	13600	1023
1860	13607	1016
1861	13614	1009
1862	13620	1001
1863	13627	994
1864	13635	987
1865	13642	979
1866	13649	972
1867	13655	964
1868	13662	957
1869	13669	950
1870	13676	942
1871	13683	935
1872	13689	928
1873	13696	920
1874	13703	913
1875	13709	906
1876	13716	898
1877	13723	891
1878	13730	884
1879	13737	876
1880	13744	869
1881	13751	862
1882	13758	854
1883	13765	847
1884	13771	840
1885	13779	832
1886	13786	825
1887	13794	818
1888	13800	810
1889	13807	803
1890	13814	796
1891	13821	788
1892	13828	781
1893	13835	774
1894	13842	767
1895	13849	759
1896	13856	752
1897	13862	745
1898	13870	737
1899	13876	730
1900	13884	723
1901	13891	715
1902	13898	708
1903	13905	701
1904	13912	693
1905	13918	686
1906	13925	679
1907	13932	671
1908	13939	664
1909	13945	657
1910	13953	649
1911	13959	642
1912	13966	635
1913	13973	627
1914	13980	620
1915	13987	613
1916	13994	605
1917	14001	598
1918	14008	591
1919	14014	583
1920	14021	576
1921	14028	569
1922	14036	562
1923	14042	554
1924	14049	547
1925	14056	540
1926	14063	532
1927	14070	525
1928	14077	518
1929	14084	510
1930	14090	503
1931	14097	496
1932	14104	488
1933	14110	481
1934	14117	474
1935	14124	466
1936	14131	459
1937	14138	452
1938	14145	445
1939	14152	437
1940	14158	430
1941	14166	423
1942	14173	415
1943	14179	408
1944	14186	401
1945	14193	393
1946	14200	386
1947	14207	379
1948	14214	371
1949	14221	364
1950	14228	357
1951	14235	350
1952	14242	342
1953	14249	335
1954	14255	328
1955	14262	320
1956	14269	313
1957	14276	306
1958	14283	298
1959	14290	291
1960	14296	284
1961	14303	277
1962	14310	269
1963	14317	262
1964	14324	255
1965	14330	247
1966	14338	240
1967	14344	233
1968	14351	225
1969	14358	218
1970	14366	211
1971	14374	204
1972	14382	196
1973	14389	189
1974	14397	182
1975	14404	174
1976	14411	167
1977	14419	160
1978	14426	153
1979	14433	145
1980	14440	138
1981	14448	131
1982	14455	123
1983	14463	116
1984	14470	109
1985	14477	102
1986	14485	94
1987	14493	87
1988	14500	80
1989	14507	72
1990	14515	65
1991	14522	58
1992	14530	51
1993	14537	43
1994	14545	36
1995	14552	29
1996	14559	21
1997	14567	14
1998	14574	7
1999	14582	0
